ID,monthlyRent(us_dollar)
Test_1923,147.07780455292198
Test_1924,182.66092828861002
Test_1925,78.09660773517335
Test_1926,663.4348398307
Test_1927,364.64838887444927
Test_1928,146.09370749958663
Test_1929,257.5688355851238
Test_1930,262.5623660908349
Test_1931,160.81009228083997
Test_1932,106.92066659607978
Test_1933,99.78945794261912
Test_1934,244.28394001559835
Test_1935,235.7772571776557
Test_1936,285.52458389232294
Test_1937,812.4562935351311
Test_1938,267.1792309354256
Test_1939,178.5460998313554
Test_1940,224.99318545653404
Test_1941,76.46214943378992
Test_1942,451.5874250199626
Test_1943,386.74034630133144
Test_1944,187.34787477658878
Test_1945,237.22220361184802
Test_1946,168.88561600418146
Test_1947,1013.6703931733573
Test_1948,206.94941634166437
Test_1949,105.78378168370391
Test_1950,152.87442869212094
Test_1951,350.64638245836034
Test_1952,144.25248444582462
Test_1953,368.9409654082729
Test_1954,304.15921450777023
Test_1955,725.5842546980178
Test_1956,181.55072815098018
Test_1957,382.3435140917187
Test_1958,198.05338928002942
Test_1959,164.92264307411875
Test_1960,280.4125319739482
Test_1961,161.661141517161
Test_1962,299.6460920243807
Test_1963,636.3999985951606
Test_1964,297.05775819024035
Test_1965,306.66074667396316
Test_1966,156.88722579305752
Test_1967,187.94425472505404
Test_1968,185.70422894635155
Test_1969,408.0205258711099
Test_1970,195.42108683138838
Test_1971,365.2806972418246
Test_1972,159.35310292891057
Test_1973,129.33581387750866
Test_1974,125.94793873268405
Test_1975,115.51421737204676
Test_1976,364.16557151216756
Test_1977,535.6563362398267
Test_1978,368.64656724670704
Test_1979,129.3471128151401
Test_1980,104.72060598598652
Test_1981,154.893705311477
Test_1982,142.60706825810996
Test_1983,215.14187830312986
Test_1984,123.23863970276194
Test_1985,74.18242468370292
Test_1986,159.02739055163246
Test_1987,392.92180661618744
Test_1988,138.04158406330353
Test_1989,175.46568032853568
Test_1990,400.1874366030798
Test_1991,145.3836701593592
Test_1992,185.88998826242909
Test_1993,308.85920521978875
Test_1994,296.79279704965046
Test_1995,127.91117939703463
Test_1996,182.94030272474103
Test_1997,1141.1083404249953
Test_1998,258.1891175080853
Test_1999,127.28915692829058
Test_2000,448.4697276270184
Test_2001,176.8363544887341
Test_2002,365.7141343519555
Test_2003,227.226912296482
Test_2004,148.88181282995575
Test_2005,266.8962715418337
Test_2006,373.86007436034964
Test_2007,435.4967530559021
Test_2008,195.5551614739807
Test_2009,198.6264978422004
Test_2010,161.98009134642032
Test_2011,91.47417258955751
Test_2012,101.30455859789872
Test_2013,284.1845474849437
Test_2014,98.79138309604055
Test_2015,847.3106428497072
Test_2016,371.99233441895836
Test_2017,369.9457262341166
Test_2018,264.6819519591265
Test_2019,166.45096509257937
Test_2020,854.1450695886901
Test_2021,461.0692640414523
Test_2022,347.5231413962632
Test_2023,356.7189890146769
Test_2024,141.65493457936248
Test_2025,376.6493003226495
Test_2026,889.9567258465325
Test_2027,180.53782610320536
Test_2028,326.0184213292907
Test_2029,81.3539019104991
Test_2030,238.75519482649787
Test_2031,334.7697892539962
Test_2032,390.78486497461614
Test_2033,131.95158957301354
Test_2034,736.6847562615283
Test_2035,376.54086735701674
Test_2036,172.3220510394594
Test_2037,264.939521806644
Test_2038,158.4790470787493
Test_2039,160.7189287397143
Test_2040,383.19900477160667
Test_2041,405.3309366635726
Test_2042,194.78883641486829
Test_2043,516.7176723294575
Test_2044,376.4014962815509
Test_2045,358.96171542893353
Test_2046,364.83544682156383
Test_2047,376.63918498208295
Test_2048,199.4256059619963
Test_2049,265.96925452233603
Test_2050,149.2931782402203
Test_2051,669.9677163292815
Test_2052,248.97365010301814
Test_2053,165.6714240144959
Test_2054,279.65275807795365
Test_2055,245.09412497210718
Test_2056,170.88668957291947
Test_2057,527.8735934791969
Test_2058,379.77152306073697
Test_2059,278.1878213029124
Test_2060,245.0444817047744
Test_2061,192.12213261270645
Test_2062,326.0184213292907
Test_2063,355.9759454563693
Test_2064,179.9568300719582
Test_2065,111.64429848697465
Test_2066,621.9635848453256
Test_2067,393.4363497753196
Test_2068,155.58041419418967
Test_2069,416.09442176502785
Test_2070,177.6997804157225
Test_2071,290.2408259491651
Test_2072,353.14124229410584
Test_2073,176.3660423298399
Test_2074,231.16190675327508
Test_2075,119.8444992748961
Test_2076,366.1854273792549
Test_2077,157.04101201470388
Test_2078,247.55401110104404
Test_2079,336.55286221207507
Test_2080,177.0562546282872
Test_2081,429.30521218740114
Test_2082,322.73727123161456
Test_2083,434.41109335130045
Test_2084,372.2188088586913
Test_2085,106.33046835031445
Test_2086,338.74917639212794
Test_2087,200.01616184024778
Test_2088,418.9196307821159
Test_2089,511.77634350595014
Test_2090,502.0564167581501
Test_2091,317.7395618851752
Test_2092,161.4993112453924
Test_2093,420.0072945979628
Test_2094,166.4209853592176
Test_2095,523.2704486347922
Test_2096,245.16289631738675
Test_2097,261.113693097925
Test_2098,258.6653752619112
Test_2099,368.6270180397822
Test_2100,195.20053348096974
Test_2101,217.745255668292
Test_2102,125.08860684900382
Test_2103,156.8311831730119
Test_2104,453.946598534558
Test_2105,253.7912296770917
Test_2106,526.1604635283961
Test_2107,281.4196926507887
Test_2108,925.3782469755301
Test_2109,824.6313520633878
Test_2110,377.2855983676273
Test_2111,589.7583100679332
Test_2112,393.86375970688255
Test_2113,290.31070876567037
Test_2114,198.13876450001837
Test_2115,377.45223962551836
Test_2116,161.48175746147294
Test_2117,142.0860838939014
Test_2118,444.88372371028845
Test_2119,384.4199966795893
Test_2120,583.4818990902338
Test_2121,408.53324929335076
Test_2122,253.2177349279542
Test_2123,256.27759979071254
Test_2124,223.97537112995573
Test_2125,381.68768909433317
Test_2126,182.45827067559182
Test_2127,175.1941242965831
Test_2128,110.64564858329412
Test_2129,163.81335517432885
Test_2130,99.75988775119684
Test_2131,502.9302118513141
Test_2132,253.48138051767327
Test_2133,210.96807171893664
Test_2134,187.76510644399485
Test_2135,98.60619949335106
Test_2136,855.9509960806834
Test_2137,147.93469105466363
Test_2138,878.9094643893391
Test_2139,472.03047206108573
Test_2140,514.1525579019564
Test_2141,154.3367726305484
Test_2142,165.6081211135464
Test_2143,413.9336318620943
Test_2144,345.20621077789855
Test_2145,261.5264518300844
Test_2146,361.5785836021576
Test_2147,407.69460968709836
Test_2148,163.81335517432885
Test_2149,298.3682808465102
Test_2150,52.585027079693695
Test_2151,219.3014931553852
Test_2152,348.5170918613087
Test_2153,464.71600885457536
Test_2154,284.6115400955127
Test_2155,146.90026671253256
Test_2156,349.96895405311017
Test_2157,216.16210990863385
Test_2158,212.55443989338113
Test_2159,574.7949992441044
Test_2160,107.49940343289678
Test_2161,92.44020695591993
Test_2162,214.91241770353216
Test_2163,103.57970796479161
Test_2164,267.31640226716627
Test_2165,216.12714263790215
Test_2166,190.59698831259053
Test_2167,379.77152306073697
Test_2168,131.07994314203614
Test_2169,949.5528588883578
Test_2170,184.0204589249228
Test_2171,495.7586109749294
Test_2172,357.8111814662229
Test_2173,885.4933478030433
Test_2174,257.1633704942419
Test_2175,141.65611380853395
Test_2176,146.6717384510545
Test_2177,383.1292880533439
Test_2178,250.22281192116304
Test_2179,121.03977249861256
Test_2180,254.08734091568928
Test_2181,167.1715635143733
Test_2182,252.07439227901105
Test_2183,191.52820031144373
Test_2184,652.3422153144248
Test_2185,151.7008767992109
Test_2186,166.08751973267243
Test_2187,125.72977000471954
Test_2188,745.482313417057
Test_2189,699.2801952140038
Test_2190,361.5488197956072
Test_2191,733.9454348255051
Test_2192,474.64150755211034
Test_2193,251.06232941254237
Test_2194,295.8018155248575
Test_2195,320.33028207961297
Test_2196,133.74146790843955
Test_2197,382.3271322234349
Test_2198,258.4863118547263
Test_2199,381.07052451214395
Test_2200,348.8786907891481
Test_2201,354.3752637256652
Test_2202,232.46723540687614
Test_2203,132.10055963855743
Test_2204,714.9270011577828
Test_2205,265.8750716566411
Test_2206,449.7175007276981
Test_2207,148.43169996653117
Test_2208,807.7964163328007
Test_2209,174.93243138417466
Test_2210,374.3831470862132
Test_2211,465.2363460307784
Test_2212,324.6150991824565
Test_2213,422.48369666440266
Test_2214,358.37635722986266
Test_2215,122.91880446025111
Test_2216,135.3242522067241
Test_2217,142.79496659161524
Test_2218,304.25434678883323
Test_2219,219.82027348171698
Test_2220,316.8881458005998
Test_2221,802.9676618560367
Test_2222,869.0969522653967
Test_2223,96.81980918161516
Test_2224,160.92626551908486
Test_2225,144.15235245334563
Test_2226,160.74742519993887
Test_2227,143.49918150390906
Test_2228,481.45245935743975
Test_2229,636.2072941320743
Test_2230,472.6495545561676
Test_2231,144.28499112741582
Test_2232,227.4211273055799
Test_2233,194.40041669289772
Test_2234,185.14820650950668
Test_2235,207.09091868845988
Test_2236,254.12608330461615
Test_2237,149.5395512093971
Test_2238,224.33183099612117
Test_2239,181.14039218503356
Test_2240,802.3576478162926
Test_2241,229.29217552552404
Test_2242,183.60604235745004
Test_2243,134.32515100535
Test_2244,252.85825849168066
Test_2245,148.44574553362898
Test_2246,385.53067807501503
Test_2247,166.4209853592176
Test_2248,513.7317546673174
Test_2249,737.5042428099846
Test_2250,418.7184479415998
Test_2251,67.12466935482708
Test_2252,319.06900957578904
Test_2253,447.2338446094366
Test_2254,495.7586109749294
Test_2255,223.96957331880668
Test_2256,243.53842481074602
Test_2257,169.79414350278702
Test_2258,221.729533077722
Test_2259,105.73272663265067
Test_2260,333.66300220474005
Test_2261,158.25695877019302
Test_2262,253.69306550921075
Test_2263,283.57309804322483
Test_2264,328.92188602412205
Test_2265,178.05108790546035
Test_2266,174.63684205198936
Test_2267,228.36392758774736
Test_2268,156.04503868625375
Test_2269,357.4130495866092
Test_2270,172.8868878283519
Test_2271,116.18851008808463
Test_2272,519.2874333449056
Test_2273,392.4218980115561
Test_2274,803.2674403379361
Test_2275,116.56739668136382
Test_2276,130.4519005552302
Test_2277,409.54106614443504
Test_2278,119.77956698747236
Test_2279,445.36543771867343
Test_2280,155.2482849331145
Test_2281,379.77152306073697
Test_2282,109.94955539533855
Test_2283,85.28910459762095
Test_2284,390.19674994252864
Test_2285,319.9991921597467
Test_2286,428.1687813704668
Test_2287,238.0012079385885
Test_2288,146.42780208656046
Test_2289,176.37865733227034
Test_2290,660.695133151959
Test_2291,162.09516390132188
Test_2292,303.77496435364037
Test_2293,134.84376789070313
Test_2294,486.03956625068
Test_2295,122.82122223419503
Test_2296,224.2324607128686
Test_2297,176.67318620697642
Test_2298,315.30994820656105
Test_2299,140.2015269796879
Test_2300,178.56949044637193
Test_2301,159.2668222780054
Test_2302,901.1436006395793
Test_2303,149.43421258037858
Test_2304,155.10355413274544
Test_2305,166.4829394120079
Test_2306,221.7185599432119
Test_2307,359.88140582659275
Test_2308,221.729533077722
Test_2309,692.2197687835526
Test_2310,854.6379591469965
Test_2311,543.2091859869801
Test_2312,165.104621051021
Test_2313,359.4945571889124
Test_2314,190.86429453086302
Test_2315,313.9412745809471
Test_2316,201.5182349710304
Test_2317,378.44277047697574
Test_2318,345.7238555946591
Test_2319,245.8922528487555
Test_2320,338.3104651491262
Test_2321,262.6212326234896
Test_2322,141.05580944770128
Test_2323,172.96585619952882
Test_2324,110.17809750992438
Test_2325,193.7283891352473
Test_2326,209.39910694133752
Test_2327,242.9162591362707
Test_2328,170.96377804268565
Test_2329,380.5577534759877
Test_2330,952.5368030542472
Test_2331,271.20731585293487
Test_2332,362.726974035392
Test_2333,162.4922955394897
Test_2334,167.02128997896756
Test_2335,151.46597845091668
Test_2336,332.160977149391
Test_2337,331.87660882851765
Test_2338,180.92309215274184
Test_2339,174.8151542039022
Test_2340,97.48620478518909
Test_2341,308.8282680518022
Test_2342,495.226487600199
Test_2343,240.56599823288636
Test_2344,220.3134632886474
Test_2345,224.3737554470499
Test_2346,206.55020924800775
Test_2347,135.3460202216546
Test_2348,333.4287698618862
Test_2349,367.54722402830646
Test_2350,274.2368340447828
Test_2351,121.30519765393174
Test_2352,251.88882393235497
Test_2353,137.01582780996242
Test_2354,115.89841353766862
Test_2355,1156.1510009001956
Test_2356,464.03135277597323
Test_2357,342.8596291993554
Test_2358,176.67807005626844
Test_2359,589.8603543560396
Test_2360,408.82086081997704
Test_2361,142.624515148182
Test_2362,186.51586540689757
Test_2363,839.5838705063022
Test_2364,367.0398495342963
Test_2365,131.90422172844075
Test_2366,87.01234749420182
Test_2367,513.5428060621078
Test_2368,348.790844059817
Test_2369,315.14550363337173
Test_2370,528.7092005763384
Test_2371,676.9559700635319
Test_2372,148.67902860262663
Test_2373,185.586133199887
Test_2374,416.705872743727
Test_2375,352.9103027953048
Test_2376,263.745304911715
Test_2377,134.23317827347154
Test_2378,310.51018203938645
Test_2379,896.2553907917721
Test_2380,249.96080222258186
Test_2381,131.76354043381548
Test_2382,386.76661484115806
Test_2383,875.5395926620213
Test_2384,162.98553412145702
Test_2385,75.62983893241277
Test_2386,286.4602920189166
Test_2387,288.70234155671926
Test_2388,593.371057000552
Test_2389,241.73343668116746
Test_2390,79.921203706508
Test_2391,324.45183069305494
Test_2392,421.4502549332698
Test_2393,509.4844343441783
Test_2394,148.38333588457473
Test_2395,201.81684863074915
Test_2396,261.1725317347932
Test_2397,138.70148045149242
Test_2398,145.46702855541926
Test_2399,383.4759662595924
Test_2400,201.8007402693484
Test_2401,153.04228742893932
Test_2402,211.12869894581834
Test_2403,153.89345105742765
Test_2404,372.7670345812771
Test_2405,147.79173925850432
Test_2406,507.4593165152372
Test_2407,169.65931038171829
Test_2408,173.69833894195216
Test_2409,110.66957035687625
Test_2410,202.52092765456524
Test_2411,364.15239566325965
Test_2412,167.82330645390294
Test_2413,194.07832708502355
Test_2414,438.1173363715459
Test_2415,97.75353061340292
Test_2416,172.74967231169097
Test_2417,82.23583355423479
Test_2418,257.83892477791886
Test_2419,82.50928809873899
Test_2420,89.84595625355118
Test_2421,181.48966889893626
Test_2422,477.9214364698102
Test_2423,431.0509561809369
Test_2424,139.52347828446335
Test_2425,280.9364930493464
Test_2426,849.1765748003662
Test_2427,526.0118688238906
Test_2428,181.84241610879346
Test_2429,326.4919897708939
Test_2430,138.39125553969177
Test_2431,347.07280248948217
Test_2432,139.8241320781751
Test_2433,99.71002070697274
Test_2434,121.48736541943528
Test_2435,221.95490437296965
Test_2436,252.4361137254514
Test_2437,367.4046108623129
Test_2438,116.94878296074427
Test_2439,356.35091627310413
Test_2440,105.73444660285233
Test_2441,339.59665631133413
Test_2442,381.991193369977
Test_2443,126.10682438463883
Test_2444,548.2952029969181
Test_2445,277.13610218070977
Test_2446,215.74685360319705
Test_2447,279.05090567555965
Test_2448,361.29843342131915
Test_2449,79.96210675993336
Test_2450,163.81335517432885
Test_2451,135.56547912402198
Test_2452,401.60204687219726
Test_2453,193.07898713295762
Test_2454,234.29317638092462
Test_2455,176.8662060005485
Test_2456,151.41459612843272
Test_2457,567.1424274217111
Test_2458,218.09550629740505
Test_2459,370.108000079914
Test_2460,247.12214861292674
Test_2461,363.7172112534914
Test_2462,367.0838295276845
Test_2463,175.76406240025145
Test_2464,168.86076973438105
Test_2465,284.17028745713424
Test_2466,344.12680821067863
Test_2467,921.4047230337719
Test_2468,273.28699641607506
Test_2469,355.72040520450923
Test_2470,119.57879335676158
Test_2471,256.5957865545596
Test_2472,262.91585926033696
Test_2473,213.70084256512618
Test_2474,445.28516870457196
Test_2475,948.7762717925896
Test_2476,80.46029909516291
Test_2477,160.9032636992213
Test_2478,489.89655049243817
Test_2479,147.63121831845277
Test_2480,683.9106584862908
Test_2481,283.23335035544295
Test_2482,401.94385492603317
Test_2483,200.93687606491432
Test_2484,117.52794225581032
Test_2485,189.571464646892
Test_2486,434.0744469565025
Test_2487,492.0428442731627
Test_2488,361.9296603485972
Test_2489,173.75458806896094
Test_2490,383.06927350422905
Test_2491,206.76791621367315
Test_2492,140.24132257009663
Test_2493,454.2626858794879
Test_2494,369.7936094451144
Test_2495,1090.4259500167768
Test_2496,410.97545130721915
Test_2497,175.4159416660264
Test_2498,453.5884998156079
Test_2499,235.60862077819405
Test_2500,224.22530329060808
Test_2501,442.32978565481096
Test_2502,293.3622895792792
Test_2503,126.46690149634135
Test_2504,472.8262680216613
Test_2505,318.37355653406706
Test_2506,111.94646138777264
Test_2507,120.24795082040659
Test_2508,126.11719353754046
Test_2509,281.6685251331294
Test_2510,123.63168512578466
Test_2511,170.81216394588543
Test_2512,388.76157948781236
Test_2513,390.4393411127767
Test_2514,353.65805730686094
Test_2515,159.3341660199163
Test_2516,452.09460842837746
Test_2517,456.74227295145135
Test_2518,256.59329819440103
Test_2519,173.43955785787298
Test_2520,271.97851264194867
Test_2521,1009.97959742308
Test_2522,384.35780752069144
Test_2523,323.2854791360592
Test_2524,231.87314037081003
Test_2525,102.42711838511005
Test_2526,323.82993325765875
Test_2527,370.35867112091785
Test_2528,119.35814578502902
Test_2529,116.46593288769007
Test_2530,409.34006831891287
Test_2531,393.67869335516247
Test_2532,311.35526125838607
Test_2533,811.8720508651335
Test_2534,143.7032450894678
Test_2535,133.3253168334086
Test_2536,124.48763120266831
Test_2537,413.36823058506866
Test_2538,198.97935801845804
Test_2539,431.6654244425923
Test_2540,158.47295519922793
Test_2541,204.5244476622636
Test_2542,357.52344609487557
Test_2543,159.56292899125177
Test_2544,147.17097423571488
Test_2545,640.7129894243694
Test_2546,535.233014030549
Test_2547,396.36057124915106
Test_2548,108.416531511103
Test_2549,129.46555782583033
Test_2550,215.36761848420858
Test_2551,389.1340803170795
Test_2552,339.4835467501121
Test_2553,428.8395008464428
Test_2554,400.006736395955
Test_2555,490.6760544564815
Test_2556,364.2134671985973
Test_2557,362.8103554564932
Test_2558,271.84806520492936
Test_2559,233.1035781551764
Test_2560,178.79879826161542
Test_2561,141.83129710890242
Test_2562,207.3943246006119
Test_2563,478.86654711492497
Test_2564,166.81338379627084
Test_2565,403.37115743222387
Test_2566,398.0179209555296
Test_2567,417.7302939990208
Test_2568,250.4213653693001
Test_2569,396.7905940931991
Test_2570,600.5044737703469
Test_2571,254.27101653475566
Test_2572,569.1676841558001
Test_2573,115.84479226182914
Test_2574,358.6675990899904
Test_2575,422.07352428076064
Test_2576,450.84152146491846
Test_2577,176.8878586812303
Test_2578,153.13021477200073
Test_2579,231.81855554150204
Test_2580,146.77270551404914
Test_2581,118.18210459505453
Test_2582,264.7917513118453
Test_2583,212.0106040744194
Test_2584,98.87189685115229
Test_2585,402.8985073420776
Test_2586,255.80438356817737
Test_2587,417.4132883990898
Test_2588,239.97659422716876
Test_2589,392.62893416623655
Test_2590,351.86984745397956
Test_2591,474.3759332464086
Test_2592,370.1860449410096
Test_2593,512.9003953584258
Test_2594,728.9191210490368
Test_2595,92.96096920110098
Test_2596,124.21375227255575
Test_2597,152.2166844666309
Test_2598,383.43537640006844
Test_2599,534.7557282052654
Test_2600,520.0792047510807
Test_2601,134.85305894721446
Test_2602,155.72193002106474
Test_2603,106.16839998102036
Test_2604,268.23000532329183
Test_2605,726.7575804345531
Test_2606,138.97492664501675
Test_2607,185.87215595189537
Test_2608,169.68374784176703
Test_2609,342.29175961697706
Test_2610,217.24781805025717
Test_2611,203.24602009851458
Test_2612,255.21276505410057
Test_2613,381.42271794220994
Test_2614,155.10371947070496
Test_2615,404.25044472635045
Test_2616,194.97467307365423
Test_2617,190.74531269233964
Test_2618,351.34224753340874
Test_2619,464.15508391231066
Test_2620,159.96362834306487
Test_2621,222.90356248526993
Test_2622,348.4959235485648
Test_2623,392.92180661618744
Test_2624,120.9909847237689
Test_2625,175.23361938242877
Test_2626,394.75772793131324
Test_2627,447.200738119515
Test_2628,472.9285517193904
Test_2629,843.5949845825425
Test_2630,165.24602128542423
Test_2631,270.6404553645973
Test_2632,196.23660096523537
Test_2633,107.60644002773765
Test_2634,438.66232269649333
Test_2635,190.26711327846544
Test_2636,117.07871238960996
Test_2637,104.35756850210954
Test_2638,298.91706827645044
Test_2639,148.31103193490856
Test_2640,165.53052733652564
Test_2641,368.1425911919948
Test_2642,111.70709951483548
Test_2643,171.9834306729169
Test_2644,354.2452874005104
Test_2645,158.6401806170967
Test_2646,335.0748843269426
Test_2647,788.534445321875
Test_2648,367.3194554444367
Test_2649,216.26927997139077
Test_2650,243.44825885460372
Test_2651,107.76376023709267
Test_2652,879.8458036529178
Test_2653,165.59365565470995
Test_2654,433.74948893643074
Test_2655,401.2703280140272
Test_2656,406.5850495551101
Test_2657,350.9138411972392
Test_2658,299.6592760794696
Test_2659,311.1475392324053
Test_2660,1102.9586467970498
Test_2661,391.71058374634475
Test_2662,175.1941242965831
Test_2663,241.9373953887567
Test_2664,131.77850014096109
Test_2665,1074.0099933976617
Test_2666,385.77315541916556
Test_2667,293.9939063540292
Test_2668,147.80875638148552
Test_2669,500.9311169970974
Test_2670,111.55235639262928
Test_2671,141.94493921294577
Test_2672,188.81378405653908
Test_2673,234.74056070517878
Test_2674,355.68545864348346
Test_2675,182.30519928935485
Test_2676,340.22283917749746
Test_2677,84.88524706330433
Test_2678,598.7536834738919
Test_2679,294.56520116102433
Test_2680,1179.552367343965
Test_2681,185.6922885289874
Test_2682,628.2975928622106
Test_2683,472.43653445127745
Test_2684,372.81982076465357
Test_2685,398.5486624714879
Test_2686,360.43033853454483
Test_2687,217.12834358437726
Test_2688,128.1713656591048
Test_2689,206.35382410208976
Test_2690,915.2964329239253
Test_2691,379.77152306073697
Test_2692,108.83717032329076
Test_2693,243.4151060316897
Test_2694,217.19304841785095
Test_2695,309.66446822717523
Test_2696,375.5379571848023
Test_2697,122.43471930249234
Test_2698,203.2839190939046
Test_2699,331.5795689549132
Test_2700,119.69619720385833
Test_2701,736.9484916107359
Test_2702,220.40456360173795
Test_2703,104.14899352509349
Test_2704,414.75953440984756
Test_2705,339.06664465914093
Test_2706,793.5820909233855
Test_2707,928.5266992370874
Test_2708,379.0612550595951
Test_2709,1039.4130911648372
Test_2710,456.5526161676033
Test_2711,207.2495488107332
Test_2712,286.4152228559352
Test_2713,442.5743878337439
Test_2714,153.61141923398688
Test_2715,432.9948983777631
Test_2716,111.67206786566457
Test_2717,342.4691947197321
Test_2718,240.13927351463397
Test_2719,169.90899713888146
Test_2720,525.8446865989329
Test_2721,224.87960964543
Test_2722,154.52995503683857
Test_2723,194.33115331937745
Test_2724,147.18392720318863
Test_2725,307.4144410680448
Test_2726,354.16044981053574
Test_2727,245.53058064624116
Test_2728,390.27108011831825
Test_2729,416.13634034075784
Test_2730,300.65152501357215
Test_2731,189.50693454157016
Test_2732,499.82236731571555
Test_2733,141.14830251188027
Test_2734,248.3770712002236
Test_2735,253.19528298421585
Test_2736,408.15463146006607
Test_2737,332.160977149391
Test_2738,95.35723154568156
Test_2739,154.3841096217278
Test_2740,266.60897725311577
Test_2741,207.7860842640778
Test_2742,279.7237453385995
Test_2743,728.3102029159797
Test_2744,233.07729468816558
Test_2745,750.8802337039158
Test_2746,271.6374613908428
Test_2747,476.21788150845794
Test_2748,884.055041995
Test_2749,93.85946442039885
Test_2750,159.21792234717012
Test_2751,98.29705689129213
Test_2752,346.07763756209164
Test_2753,167.0136448980712
Test_2754,328.68335786406084
Test_2755,376.8095807276469
Test_2756,298.87633283914596
Test_2757,371.5936889260254
Test_2758,153.95756023716947
Test_2759,185.8127168203193
Test_2760,885.2675998579921
Test_2761,219.30876576437092
Test_2762,373.6419837894468
Test_2763,357.9986066069613
Test_2764,352.1230946918789
Test_2765,796.332753402574
Test_2766,387.9592327560363
Test_2767,348.21780680995124
Test_2768,211.65823774852143
Test_2769,104.17394944669164
Test_2770,236.84598873388677
Test_2771,243.08613560474078
Test_2772,181.88101656209304
Test_2773,166.45018712613606
Test_2774,161.48175746147294
Test_2775,433.33267639452947
Test_2776,199.4491602704596
Test_2777,269.1264251725451
Test_2778,459.7766754260049
Test_2779,355.82114562084314
Test_2780,159.5104021298829
Test_2781,173.81844007225445
Test_2782,156.66290692871178
Test_2783,190.03700178070844
Test_2784,247.21301414920478
Test_2785,157.80909143569187
Test_2786,185.06266911858498
Test_2787,699.2072245465268
Test_2788,286.89247311759476
Test_2789,304.5580181273797
Test_2790,253.4880837180508
Test_2791,107.128081390329
Test_2792,601.3078279202855
Test_2793,288.45147820488114
Test_2794,355.7948862734734
Test_2795,749.3589257184774
Test_2796,143.63282379062417
Test_2797,85.71848227196536
Test_2798,572.55726601585
Test_2799,205.10666554022444
Test_2800,505.45326192630324
Test_2801,260.2234056732541
Test_2802,78.67029923729733
Test_2803,140.11920328025732
Test_2804,179.32067005959226
Test_2805,115.8490474356166
Test_2806,213.41106499058708
Test_2807,866.8342424281881
Test_2808,565.026701108717
Test_2809,377.2855983676273
Test_2810,198.23311063325147
Test_2811,255.53758206669323
Test_2812,151.97274124902975
Test_2813,281.20410180159
Test_2814,240.4233591616732
Test_2815,365.4907744260755
Test_2816,418.8923148873102
Test_2817,228.6642562909814
Test_2818,258.68320043641376
Test_2819,748.6014829513324
Test_2820,259.9848836595228
Test_2821,169.1476647963925
Test_2822,238.47982759075063
Test_2823,342.9064015644555
Test_2824,236.2614537939551
Test_2825,302.63640458923084
Test_2826,204.91349123802541
Test_2827,119.73107525303736
Test_2828,563.7115342063885
Test_2829,222.848949366449
Test_2830,77.18383341171617
Test_2831,1316.451051505706
Test_2832,357.22237760996666
Test_2833,198.24795183068517
Test_2834,216.78665799756547
Test_2835,126.8905317603393
Test_2836,384.8058808134822
Test_2837,170.48198595457112
Test_2838,723.2981987346941
Test_2839,160.763201335118
Test_2840,252.50783144649515
Test_2841,321.03392452897924
Test_2842,163.81512262733386
Test_2843,113.08612151320816
Test_2844,227.72816873641526
Test_2845,933.2346157270524
Test_2846,137.6832824574049
Test_2847,370.94638433745223
Test_2848,462.8585915973132
Test_2849,167.42227518295005
Test_2850,330.1322260110525
Test_2851,644.6516008985157
Test_2852,277.9603123014611
Test_2853,267.3259628694287
Test_2854,162.84176312875354
Test_2855,302.16436463053054
Test_2856,399.6940574589922
Test_2857,162.8774837971042
Test_2858,354.72222552501046
Test_2859,105.71733058627188
Test_2860,138.70148045149242
Test_2861,380.9241890482462
Test_2862,340.55314814205434
Test_2863,1197.0238431326825
Test_2864,458.6848239875921
Test_2865,947.277693155522
Test_2866,510.1074991799316
Test_2867,243.36171631470492
Test_2868,333.5161457836829
Test_2869,155.95690085500314
Test_2870,123.52525064914451
Test_2871,303.252840301142
Test_2872,293.97245887479886
Test_2873,278.9406811089824
Test_2874,180.5304652882317
Test_2875,298.7428785174159
Test_2876,186.05715174257568
Test_2877,464.5751697957087
Test_2878,110.64564858329412
Test_2879,276.987737235888
Test_2880,994.5832683015468
Test_2881,85.3908293748209
Test_2882,278.9179201433967
Test_2883,225.09716812252773
Test_2884,323.8542652941834
Test_2885,101.6852797223086
Test_2886,267.1576684858878
Test_2887,294.4048857671632
Test_2888,140.37329268735363
Test_2889,155.27336457128087
Test_2890,103.36910085590044
Test_2891,218.15038091704872
Test_2892,487.479755769927
Test_2893,348.8786907891481
Test_2894,453.050550325444
Test_2895,193.88113899220969
Test_2896,185.28121296424044
Test_2897,371.03984914443515
Test_2898,466.06048351173376
Test_2899,188.03218493607784
Test_2900,256.3511920550251
Test_2901,302.4217402121461
Test_2902,370.4543664858454
Test_2903,176.34135158101157
Test_2904,559.2601572702465
Test_2905,239.75078719638387
Test_2906,256.4615636738685
Test_2907,407.1072059777093
Test_2908,54.764844306002644
Test_2909,391.71058374634475
Test_2910,539.6172655669009
Test_2911,337.1785495070404
Test_2912,924.1439835408738
Test_2913,135.82779598656745
Test_2914,404.59227494039976
Test_2915,228.09397807250383
Test_2916,391.24278514728553
Test_2917,446.19523081312764
Test_2918,330.85080665652845
Test_2919,206.86777574089678
Test_2920,178.95405747770258
Test_2921,221.33558221700497
Test_2922,373.5284305917292
Test_2923,311.04857625526927
