ID,착과량(int)
TEST_1553,542
TEST_1554,474
TEST_1555,253
TEST_1556,647
TEST_1557,740
TEST_1558,145
TEST_1559,350
TEST_1560,445
TEST_1561,244
TEST_1562,528
TEST_1563,148
TEST_1564,449
TEST_1565,252
TEST_1566,652
TEST_1567,251
TEST_1568,563
TEST_1569,552
TEST_1570,753
TEST_1571,41
TEST_1572,652
TEST_1573,464
TEST_1574,650
TEST_1575,144
TEST_1576,169
TEST_1577,555
TEST_1578,646
TEST_1579,647
TEST_1580,348
TEST_1581,694
TEST_1582,455
TEST_1583,364
TEST_1584,447
TEST_1585,442
TEST_1586,245
TEST_1587,755
TEST_1588,520
TEST_1589,350
TEST_1590,252
TEST_1591,344
TEST_1592,655
TEST_1593,554
TEST_1594,43
TEST_1595,746
TEST_1596,735
TEST_1597,564
TEST_1598,544
TEST_1599,230
TEST_1600,654
TEST_1601,154
TEST_1602,501
TEST_1603,695
TEST_1604,153
TEST_1605,553
TEST_1606,348
TEST_1607,755
TEST_1608,247
TEST_1609,250
TEST_1610,449
TEST_1611,378
TEST_1612,435
TEST_1613,165
TEST_1614,184
TEST_1615,346
TEST_1616,249
TEST_1617,154
TEST_1618,359
TEST_1619,547
TEST_1620,152
TEST_1621,462
TEST_1622,448
TEST_1623,153
TEST_1624,452
TEST_1625,655
TEST_1626,748
TEST_1627,352
TEST_1628,741
TEST_1629,643
TEST_1630,588
TEST_1631,30
TEST_1632,645
TEST_1633,259
TEST_1634,446
TEST_1635,449
TEST_1636,95
TEST_1637,448
TEST_1638,250
TEST_1639,247
TEST_1640,94
TEST_1641,346
TEST_1642,529
TEST_1643,153
TEST_1644,447
TEST_1645,244
TEST_1646,734
TEST_1647,342
TEST_1648,250
TEST_1649,57
TEST_1650,250
TEST_1651,704
TEST_1652,33
TEST_1653,154
TEST_1654,39
TEST_1655,360
TEST_1656,746
TEST_1657,144
TEST_1658,652
TEST_1659,243
TEST_1660,522
TEST_1661,759
TEST_1662,94
TEST_1663,353
TEST_1664,389
TEST_1665,647
TEST_1666,156
TEST_1667,154
TEST_1668,58
TEST_1669,152
TEST_1670,544
TEST_1671,361
TEST_1672,347
TEST_1673,553
TEST_1674,449
TEST_1675,54
TEST_1676,368
TEST_1677,650
TEST_1678,143
TEST_1679,445
TEST_1680,571
TEST_1681,348
TEST_1682,363
TEST_1683,448
TEST_1684,349
TEST_1685,568
TEST_1686,348
TEST_1687,568
TEST_1688,33
TEST_1689,547
TEST_1690,749
TEST_1691,153
TEST_1692,367
TEST_1693,555
TEST_1694,751
TEST_1695,539
TEST_1696,43
TEST_1697,254
TEST_1698,246
TEST_1699,342
TEST_1700,447
TEST_1701,250
TEST_1702,248
TEST_1703,25
TEST_1704,756
TEST_1705,616
TEST_1706,386
TEST_1707,746
TEST_1708,633
TEST_1709,464
TEST_1710,371
TEST_1711,281
TEST_1712,648
TEST_1713,366
TEST_1714,447
TEST_1715,561
TEST_1716,252
TEST_1717,636
TEST_1718,650
TEST_1719,385
TEST_1720,546
TEST_1721,162
TEST_1722,650
TEST_1723,149
TEST_1724,144
TEST_1725,646
TEST_1726,154
TEST_1727,248
TEST_1728,185
TEST_1729,242
TEST_1730,554
TEST_1731,35
TEST_1732,247
TEST_1733,709
TEST_1734,153
TEST_1735,451
TEST_1736,748
TEST_1737,247
TEST_1738,256
TEST_1739,154
TEST_1740,350
TEST_1741,652
TEST_1742,257
TEST_1743,246
TEST_1744,45
TEST_1745,143
TEST_1746,527
TEST_1747,450
TEST_1748,367
TEST_1749,251
TEST_1750,247
TEST_1751,653
TEST_1752,553
TEST_1753,451
TEST_1754,149
TEST_1755,647
TEST_1756,447
TEST_1757,184
TEST_1758,148
TEST_1759,166
TEST_1760,248
TEST_1761,648
TEST_1762,566
TEST_1763,749
TEST_1764,650
TEST_1765,448
TEST_1766,448
TEST_1767,50
TEST_1768,347
TEST_1769,346
TEST_1770,648
TEST_1771,650
TEST_1772,447
TEST_1773,571
TEST_1774,417
TEST_1775,445
TEST_1776,253
TEST_1777,741
TEST_1778,623
TEST_1779,449
TEST_1780,247
TEST_1781,41
TEST_1782,194
TEST_1783,552
TEST_1784,548
TEST_1785,247
TEST_1786,441
TEST_1787,44
TEST_1788,349
TEST_1789,95
TEST_1790,647
TEST_1791,348
TEST_1792,123
TEST_1793,546
TEST_1794,44
TEST_1795,651
TEST_1796,244
TEST_1797,28
TEST_1798,246
TEST_1799,637
TEST_1800,363
TEST_1801,446
TEST_1802,633
TEST_1803,558
TEST_1804,250
TEST_1805,624
TEST_1806,393
TEST_1807,757
TEST_1808,457
TEST_1809,638
TEST_1810,148
TEST_1811,632
TEST_1812,558
TEST_1813,536
TEST_1814,649
TEST_1815,148
TEST_1816,542
TEST_1817,552
TEST_1818,443
TEST_1819,253
TEST_1820,132
TEST_1821,641
TEST_1822,95
TEST_1823,649
TEST_1824,38
TEST_1825,249
TEST_1826,731
TEST_1827,249
TEST_1828,156
TEST_1829,240
TEST_1830,144
TEST_1831,44
TEST_1832,349
TEST_1833,554
TEST_1834,349
TEST_1835,647
TEST_1836,609
TEST_1837,183
TEST_1838,43
TEST_1839,52
TEST_1840,193
TEST_1841,629
TEST_1842,43
TEST_1843,756
TEST_1844,23
TEST_1845,53
TEST_1846,164
TEST_1847,648
TEST_1848,29
TEST_1849,737
TEST_1850,256
TEST_1851,255
TEST_1852,342
TEST_1853,450
TEST_1854,218
TEST_1855,754
TEST_1856,510
TEST_1857,703
TEST_1858,553
TEST_1859,351
TEST_1860,446
TEST_1861,447
TEST_1862,620
TEST_1863,449
TEST_1864,747
TEST_1865,582
TEST_1866,540
TEST_1867,545
TEST_1868,37
TEST_1869,634
TEST_1870,645
TEST_1871,151
TEST_1872,345
TEST_1873,366
TEST_1874,553
TEST_1875,649
TEST_1876,750
TEST_1877,33
TEST_1878,151
TEST_1879,605
TEST_1880,245
TEST_1881,250
TEST_1882,542
TEST_1883,152
TEST_1884,736
TEST_1885,522
TEST_1886,648
TEST_1887,229
TEST_1888,246
TEST_1889,688
TEST_1890,561
TEST_1891,42
TEST_1892,235
TEST_1893,225
TEST_1894,355
TEST_1895,639
TEST_1896,651
TEST_1897,55
TEST_1898,344
TEST_1899,646
TEST_1900,357
TEST_1901,649
TEST_1902,393
TEST_1903,516
TEST_1904,251
TEST_1905,272
TEST_1906,525
TEST_1907,562
TEST_1908,649
TEST_1909,564
TEST_1910,50
TEST_1911,448
TEST_1912,649
TEST_1913,253
TEST_1914,750
TEST_1915,543
TEST_1916,350
TEST_1917,356
TEST_1918,364
TEST_1919,51
TEST_1920,700
TEST_1921,152
TEST_1922,751
TEST_1923,40
TEST_1924,557
TEST_1925,464
TEST_1926,550
TEST_1927,544
TEST_1928,55
TEST_1929,451
TEST_1930,26
TEST_1931,41
TEST_1932,552
TEST_1933,281
TEST_1934,348
TEST_1935,464
TEST_1936,357
TEST_1937,571
TEST_1938,455
TEST_1939,244
TEST_1940,37
TEST_1941,416
TEST_1942,652
TEST_1943,554
TEST_1944,353
TEST_1945,445
TEST_1946,44
TEST_1947,203
TEST_1948,244
TEST_1949,449
TEST_1950,448
TEST_1951,655
TEST_1952,251
TEST_1953,153
TEST_1954,748
TEST_1955,546
TEST_1956,450
TEST_1957,459
TEST_1958,580
TEST_1959,45
TEST_1960,154
TEST_1961,348
TEST_1962,553
TEST_1963,257
TEST_1964,29
TEST_1965,25
TEST_1966,547
TEST_1967,568
TEST_1968,748
TEST_1969,354
TEST_1970,144
TEST_1971,142
TEST_1972,544
TEST_1973,120
TEST_1974,641
TEST_1975,281
TEST_1976,503
TEST_1977,756
TEST_1978,144
TEST_1979,745
TEST_1980,445
TEST_1981,445
TEST_1982,691
TEST_1983,568
TEST_1984,345
TEST_1985,155
TEST_1986,372
TEST_1987,159
TEST_1988,367
TEST_1989,758
TEST_1990,731
TEST_1991,242
TEST_1992,26
TEST_1993,352
TEST_1994,459
TEST_1995,239
TEST_1996,38
TEST_1997,344
TEST_1998,349
TEST_1999,567
TEST_2000,238
TEST_2001,653
TEST_2002,181
TEST_2003,751
TEST_2004,415
TEST_2005,332
TEST_2006,248
TEST_2007,143
TEST_2008,251
TEST_2009,461
TEST_2010,654
TEST_2011,646
TEST_2012,551
TEST_2013,543
TEST_2014,250
TEST_2015,372
TEST_2016,251
TEST_2017,236
TEST_2018,544
TEST_2019,345
TEST_2020,451
TEST_2021,640
TEST_2022,153
TEST_2023,449
TEST_2024,459
TEST_2025,348
TEST_2026,702
TEST_2027,96
TEST_2028,154
TEST_2029,708
TEST_2030,40
TEST_2031,446
TEST_2032,190
TEST_2033,251
TEST_2034,155
TEST_2035,349
TEST_2036,154
TEST_2037,173
TEST_2038,275
TEST_2039,650
TEST_2040,445
TEST_2041,144
TEST_2042,253
TEST_2043,194
TEST_2044,550
TEST_2045,585
TEST_2046,106
TEST_2047,522
TEST_2048,276
TEST_2049,254
TEST_2050,757
TEST_2051,447
TEST_2052,562
TEST_2053,640
TEST_2054,446
TEST_2055,347
TEST_2056,250
TEST_2057,154
TEST_2058,546
TEST_2059,713
TEST_2060,132
TEST_2061,350
TEST_2062,647
TEST_2063,753
TEST_2064,647
TEST_2065,553
TEST_2066,540
TEST_2067,249
TEST_2068,460
TEST_2069,375
TEST_2070,375
TEST_2071,246
TEST_2072,606
TEST_2073,758
TEST_2074,450
TEST_2075,449
TEST_2076,448
TEST_2077,544
TEST_2078,363
TEST_2079,272
TEST_2080,552
TEST_2081,346
TEST_2082,651
TEST_2083,30
TEST_2084,331
TEST_2085,154
TEST_2086,351
TEST_2087,143
TEST_2088,44
TEST_2089,743
TEST_2090,49
TEST_2091,627
TEST_2092,746
TEST_2093,349
TEST_2094,245
TEST_2095,253
TEST_2096,549
TEST_2097,541
TEST_2098,753
TEST_2099,144
TEST_2100,250
TEST_2101,248
TEST_2102,447
TEST_2103,448
TEST_2104,749
TEST_2105,351
TEST_2106,218
TEST_2107,253
TEST_2108,343
TEST_2109,464
TEST_2110,152
TEST_2111,227
TEST_2112,652
TEST_2113,745
TEST_2114,650
TEST_2115,364
TEST_2116,648
TEST_2117,647
TEST_2118,96
TEST_2119,26
TEST_2120,552
TEST_2121,152
TEST_2122,550
TEST_2123,446
TEST_2124,557
TEST_2125,542
TEST_2126,651
TEST_2127,654
TEST_2128,353
TEST_2129,462
TEST_2130,163
TEST_2131,556
TEST_2132,556
TEST_2133,35
TEST_2134,242
TEST_2135,649
TEST_2136,227
TEST_2137,596
TEST_2138,24
TEST_2139,703
TEST_2140,341
TEST_2141,417
TEST_2142,552
TEST_2143,445
TEST_2144,257
TEST_2145,371
TEST_2146,56
TEST_2147,352
TEST_2148,445
TEST_2149,146
TEST_2150,380
TEST_2151,154
TEST_2152,649
TEST_2153,140
TEST_2154,153
TEST_2155,338
TEST_2156,351
TEST_2157,758
TEST_2158,46
TEST_2159,751
TEST_2160,280
TEST_2161,342
TEST_2162,460
TEST_2163,631
TEST_2164,251
TEST_2165,545
TEST_2166,155
TEST_2167,36
TEST_2168,341
TEST_2169,447
TEST_2170,343
TEST_2171,632
TEST_2172,628
TEST_2173,358
TEST_2174,155
TEST_2175,148
TEST_2176,445
TEST_2177,144
TEST_2178,709
TEST_2179,563
TEST_2180,556
TEST_2181,245
TEST_2182,449
TEST_2183,254
TEST_2184,759
TEST_2185,651
TEST_2186,40
TEST_2187,463
TEST_2188,754
TEST_2189,450
TEST_2190,747
TEST_2191,143
TEST_2192,647
TEST_2193,543
TEST_2194,255
TEST_2195,249
TEST_2196,451
TEST_2197,442
TEST_2198,353
TEST_2199,651
TEST_2200,165
TEST_2201,628
TEST_2202,545
TEST_2203,755
TEST_2204,333
TEST_2205,369
TEST_2206,240
TEST_2207,95
