ID,착과량(int)
TEST_1553,539
TEST_1554,447
TEST_1555,256
TEST_1556,644
TEST_1557,741
TEST_1558,144
TEST_1559,346
TEST_1560,449
TEST_1561,245
TEST_1562,520
TEST_1563,151
TEST_1564,453
TEST_1565,250
TEST_1566,650
TEST_1567,250
TEST_1568,565
TEST_1569,552
TEST_1570,755
TEST_1571,42
TEST_1572,652
TEST_1573,463
TEST_1574,644
TEST_1575,141
TEST_1576,177
TEST_1577,556
TEST_1578,641
TEST_1579,652
TEST_1580,349
TEST_1581,717
TEST_1582,448
TEST_1583,351
TEST_1584,459
TEST_1585,438
TEST_1586,247
TEST_1587,761
TEST_1588,524
TEST_1589,359
TEST_1590,246
TEST_1591,344
TEST_1592,659
TEST_1593,556
TEST_1594,48
TEST_1595,755
TEST_1596,735
TEST_1597,578
TEST_1598,544
TEST_1599,237
TEST_1600,662
TEST_1601,148
TEST_1602,524
TEST_1603,694
TEST_1604,154
TEST_1605,556
TEST_1606,351
TEST_1607,759
TEST_1608,257
TEST_1609,244
TEST_1610,449
TEST_1611,377
TEST_1612,443
TEST_1613,159
TEST_1614,190
TEST_1615,345
TEST_1616,247
TEST_1617,181
TEST_1618,358
TEST_1619,548
TEST_1620,152
TEST_1621,454
TEST_1622,455
TEST_1623,154
TEST_1624,450
TEST_1625,657
TEST_1626,743
TEST_1627,345
TEST_1628,728
TEST_1629,647
TEST_1630,604
TEST_1631,32
TEST_1632,645
TEST_1633,250
TEST_1634,451
TEST_1635,455
TEST_1636,81
TEST_1637,462
TEST_1638,258
TEST_1639,248
TEST_1640,84
TEST_1641,344
TEST_1642,540
TEST_1643,156
TEST_1644,445
TEST_1645,247
TEST_1646,734
TEST_1647,348
TEST_1648,245
TEST_1649,63
TEST_1650,241
TEST_1651,693
TEST_1652,50
TEST_1653,155
TEST_1654,37
TEST_1655,353
TEST_1656,743
TEST_1657,140
TEST_1658,643
TEST_1659,243
TEST_1660,497
TEST_1661,763
TEST_1662,87
TEST_1663,345
TEST_1664,395
TEST_1665,626
TEST_1666,160
TEST_1667,154
TEST_1668,55
TEST_1669,148
TEST_1670,539
TEST_1671,357
TEST_1672,342
TEST_1673,541
TEST_1674,446
TEST_1675,62
TEST_1676,357
TEST_1677,652
TEST_1678,131
TEST_1679,446
TEST_1680,597
TEST_1681,344
TEST_1682,357
TEST_1683,467
TEST_1684,343
TEST_1685,565
TEST_1686,343
TEST_1687,583
TEST_1688,54
TEST_1689,543
TEST_1690,742
TEST_1691,160
TEST_1692,366
TEST_1693,546
TEST_1694,752
TEST_1695,528
TEST_1696,38
TEST_1697,263
TEST_1698,256
TEST_1699,384
TEST_1700,445
TEST_1701,249
TEST_1702,252
TEST_1703,42
TEST_1704,757
TEST_1705,623
TEST_1706,390
TEST_1707,749
TEST_1708,632
TEST_1709,471
TEST_1710,403
TEST_1711,295
TEST_1712,646
TEST_1713,359
TEST_1714,443
TEST_1715,559
TEST_1716,246
TEST_1717,638
TEST_1718,642
TEST_1719,390
TEST_1720,537
TEST_1721,170
TEST_1722,649
TEST_1723,149
TEST_1724,124
TEST_1725,644
TEST_1726,151
TEST_1727,247
TEST_1728,188
TEST_1729,244
TEST_1730,548
TEST_1731,32
TEST_1732,249
TEST_1733,714
TEST_1734,155
TEST_1735,454
TEST_1736,739
TEST_1737,250
TEST_1738,264
TEST_1739,153
TEST_1740,347
TEST_1741,648
TEST_1742,268
TEST_1743,219
TEST_1744,45
TEST_1745,121
TEST_1746,520
TEST_1747,448
TEST_1748,357
TEST_1749,252
TEST_1750,256
TEST_1751,651
TEST_1752,557
TEST_1753,458
TEST_1754,162
TEST_1755,652
TEST_1756,450
TEST_1757,188
TEST_1758,127
TEST_1759,164
TEST_1760,249
TEST_1761,647
TEST_1762,573
TEST_1763,757
TEST_1764,648
TEST_1765,451
TEST_1766,450
TEST_1767,49
TEST_1768,338
TEST_1769,341
TEST_1770,644
TEST_1771,656
TEST_1772,446
TEST_1773,571
TEST_1774,411
TEST_1775,442
TEST_1776,249
TEST_1777,760
TEST_1778,617
TEST_1779,446
TEST_1780,247
TEST_1781,50
TEST_1782,194
TEST_1783,539
TEST_1784,546
TEST_1785,250
TEST_1786,436
TEST_1787,56
TEST_1788,348
TEST_1789,102
TEST_1790,648
TEST_1791,344
TEST_1792,121
TEST_1793,548
TEST_1794,39
TEST_1795,660
TEST_1796,244
TEST_1797,23
TEST_1798,217
TEST_1799,645
TEST_1800,360
TEST_1801,443
TEST_1802,625
TEST_1803,577
TEST_1804,252
TEST_1805,620
TEST_1806,405
TEST_1807,760
TEST_1808,452
TEST_1809,634
TEST_1810,149
TEST_1811,626
TEST_1812,551
TEST_1813,535
TEST_1814,641
TEST_1815,143
TEST_1816,542
TEST_1817,556
TEST_1818,437
TEST_1819,248
TEST_1820,134
TEST_1821,634
TEST_1822,100
TEST_1823,652
TEST_1824,28
TEST_1825,244
TEST_1826,740
TEST_1827,250
TEST_1828,154
TEST_1829,228
TEST_1830,144
TEST_1831,53
TEST_1832,344
TEST_1833,558
TEST_1834,353
TEST_1835,640
TEST_1836,607
TEST_1837,208
TEST_1838,45
TEST_1839,50
TEST_1840,194
TEST_1841,618
TEST_1842,37
TEST_1843,759
TEST_1844,16
TEST_1845,36
TEST_1846,194
TEST_1847,648
TEST_1848,23
TEST_1849,734
TEST_1850,263
TEST_1851,258
TEST_1852,339
TEST_1853,449
TEST_1854,227
TEST_1855,755
TEST_1856,508
TEST_1857,673
TEST_1858,539
TEST_1859,348
TEST_1860,452
TEST_1861,447
TEST_1862,609
TEST_1863,452
TEST_1864,746
TEST_1865,580
TEST_1866,565
TEST_1867,553
TEST_1868,25
TEST_1869,636
TEST_1870,641
TEST_1871,151
TEST_1872,349
TEST_1873,359
TEST_1874,561
TEST_1875,632
TEST_1876,755
TEST_1877,18
TEST_1878,159
TEST_1879,604
TEST_1880,252
TEST_1881,255
TEST_1882,538
TEST_1883,153
TEST_1884,744
TEST_1885,505
TEST_1886,647
TEST_1887,223
TEST_1888,238
TEST_1889,685
TEST_1890,554
TEST_1891,45
TEST_1892,234
TEST_1893,224
TEST_1894,361
TEST_1895,637
TEST_1896,655
TEST_1897,58
TEST_1898,342
TEST_1899,642
TEST_1900,346
TEST_1901,648
TEST_1902,402
TEST_1903,507
TEST_1904,252
TEST_1905,279
TEST_1906,516
TEST_1907,559
TEST_1908,646
TEST_1909,565
TEST_1910,66
TEST_1911,445
TEST_1912,643
TEST_1913,249
TEST_1914,742
TEST_1915,547
TEST_1916,350
TEST_1917,345
TEST_1918,353
TEST_1919,49
TEST_1920,730
TEST_1921,151
TEST_1922,754
TEST_1923,31
TEST_1924,557
TEST_1925,467
TEST_1926,557
TEST_1927,542
TEST_1928,45
TEST_1929,458
TEST_1930,17
TEST_1931,53
TEST_1932,557
TEST_1933,294
TEST_1934,345
TEST_1935,461
TEST_1936,354
TEST_1937,577
TEST_1938,450
TEST_1939,246
TEST_1940,43
TEST_1941,415
TEST_1942,651
TEST_1943,557
TEST_1944,348
TEST_1945,441
TEST_1946,58
TEST_1947,200
TEST_1948,233
TEST_1949,455
TEST_1950,445
TEST_1951,656
TEST_1952,248
TEST_1953,155
TEST_1954,745
TEST_1955,545
TEST_1956,446
TEST_1957,460
TEST_1958,580
TEST_1959,26
TEST_1960,156
TEST_1961,348
TEST_1962,553
TEST_1963,265
TEST_1964,65
TEST_1965,24
TEST_1966,538
TEST_1967,589
TEST_1968,736
TEST_1969,346
TEST_1970,131
TEST_1971,141
TEST_1972,536
TEST_1973,129
TEST_1974,653
TEST_1975,300
TEST_1976,509
TEST_1977,754
TEST_1978,137
TEST_1979,756
TEST_1980,437
TEST_1981,449
TEST_1982,689
TEST_1983,573
TEST_1984,359
TEST_1985,150
TEST_1986,365
TEST_1987,158
TEST_1988,360
TEST_1989,760
TEST_1990,731
TEST_1991,250
TEST_1992,7
TEST_1993,354
TEST_1994,466
TEST_1995,246
TEST_1996,47
TEST_1997,343
TEST_1998,341
TEST_1999,567
TEST_2000,244
TEST_2001,651
TEST_2002,181
TEST_2003,745
TEST_2004,411
TEST_2005,341
TEST_2006,244
TEST_2007,137
TEST_2008,252
TEST_2009,462
TEST_2010,664
TEST_2011,639
TEST_2012,548
TEST_2013,549
TEST_2014,237
TEST_2015,362
TEST_2016,246
TEST_2017,210
TEST_2018,539
TEST_2019,343
TEST_2020,447
TEST_2021,636
TEST_2022,150
TEST_2023,453
TEST_2024,465
TEST_2025,345
TEST_2026,700
TEST_2027,101
TEST_2028,158
TEST_2029,700
TEST_2030,38
TEST_2031,446
TEST_2032,193
TEST_2033,247
TEST_2034,154
TEST_2035,353
TEST_2036,152
TEST_2037,199
TEST_2038,282
TEST_2039,654
TEST_2040,435
TEST_2041,120
TEST_2042,248
TEST_2043,190
TEST_2044,548
TEST_2045,579
TEST_2046,118
TEST_2047,511
TEST_2048,293
TEST_2049,256
TEST_2050,759
TEST_2051,436
TEST_2052,566
TEST_2053,639
TEST_2054,454
TEST_2055,345
TEST_2056,243
TEST_2057,155
TEST_2058,534
TEST_2059,711
TEST_2060,147
TEST_2061,345
TEST_2062,650
TEST_2063,757
TEST_2064,636
TEST_2065,555
TEST_2066,537
TEST_2067,266
TEST_2068,461
TEST_2069,373
TEST_2070,368
TEST_2071,244
TEST_2072,613
TEST_2073,756
TEST_2074,452
TEST_2075,450
TEST_2076,449
TEST_2077,539
TEST_2078,358
TEST_2079,277
TEST_2080,546
TEST_2081,343
TEST_2082,650
TEST_2083,29
TEST_2084,334
TEST_2085,156
TEST_2086,351
TEST_2087,132
TEST_2088,46
TEST_2089,744
TEST_2090,53
TEST_2091,609
TEST_2092,736
TEST_2093,344
TEST_2094,242
TEST_2095,258
TEST_2096,547
TEST_2097,539
TEST_2098,753
TEST_2099,144
TEST_2100,256
TEST_2101,255
TEST_2102,441
TEST_2103,453
TEST_2104,732
TEST_2105,342
TEST_2106,198
TEST_2107,247
TEST_2108,349
TEST_2109,460
TEST_2110,160
TEST_2111,218
TEST_2112,652
TEST_2113,753
TEST_2114,642
TEST_2115,360
TEST_2116,639
TEST_2117,640
TEST_2118,104
TEST_2119,46
TEST_2120,553
TEST_2121,152
TEST_2122,545
TEST_2123,446
TEST_2124,548
TEST_2125,536
TEST_2126,651
TEST_2127,673
TEST_2128,332
TEST_2129,465
TEST_2130,175
TEST_2131,556
TEST_2132,555
TEST_2133,27
TEST_2134,248
TEST_2135,643
TEST_2136,216
TEST_2137,595
TEST_2138,32
TEST_2139,690
TEST_2140,328
TEST_2141,415
TEST_2142,553
TEST_2143,441
TEST_2144,262
TEST_2145,368
TEST_2146,60
TEST_2147,353
TEST_2148,442
TEST_2149,125
TEST_2150,379
TEST_2151,153
TEST_2152,647
TEST_2153,140
TEST_2154,155
TEST_2155,329
TEST_2156,376
TEST_2157,755
TEST_2158,65
TEST_2159,741
TEST_2160,300
TEST_2161,344
TEST_2162,457
TEST_2163,630
TEST_2164,248
TEST_2165,538
TEST_2166,168
TEST_2167,14
TEST_2168,334
TEST_2169,449
TEST_2170,342
TEST_2171,645
TEST_2172,643
TEST_2173,349
TEST_2174,155
TEST_2175,139
TEST_2176,457
TEST_2177,139
TEST_2178,704
TEST_2179,556
TEST_2180,559
TEST_2181,239
TEST_2182,454
TEST_2183,243
TEST_2184,753
TEST_2185,657
TEST_2186,48
TEST_2187,463
TEST_2188,758
TEST_2189,453
TEST_2190,766
TEST_2191,142
TEST_2192,647
TEST_2193,537
TEST_2194,255
TEST_2195,249
TEST_2196,447
TEST_2197,440
TEST_2198,351
TEST_2199,649
TEST_2200,165
TEST_2201,625
TEST_2202,545
TEST_2203,752
TEST_2204,324
TEST_2205,360
TEST_2206,237
TEST_2207,89
